year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2024-05-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53321,11835,631054035,435643153,63105403,31552701,530301257,100752778,15.97
2024-06-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53381,14806,790359086,545618133,79035908,39517954,664171995,126187091,15.97
2024-07-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53237,14624,778537888,537457462,77853788,38926894,654238144,124299744,15.97
2024-08-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52589,12808,673559912,464986748,67355991,33677995,566020734,107539178,15.97
2024-09-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52450,11879,623053550,430120082,62305355,31152677,523578114,99475436,15.97
2024-10-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52403,15880,832159640,574474814,83215964,41607982,699298760,132860880,15.97
2024-11-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51542,17255,889357210,613960703,88935721,44467860,747364284,141992926,15.97
2024-12-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52372,13672,716029984,494305626,71602998,35801499,601710123,114319861,15.97
2025-01-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51540,13302,685585080,473288228,68558508,34279254,576125990,109459090,15.97
2025-02-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53067,11777,624970059,431443128,62497005,31248502,525188635,99781424,15.97
2025-03-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51414,14945,768382230,530446584,76838223,38419111,645703918,122678312,15.97
2025-04-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52304,10476,547936704,378263762,54793670,27396835,460454267,87482437,15.97
2025-05-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52789,11245,593612305,409795551,59361230,29680615,498837396,94774909,15.97
2025-06-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51790,15287,791713730,546553301,79171373,39585686,665310360,126403370,15.97
2025-07-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51636,12759,658823724,454813738,65882372,32941186,553637296,105186428,15.97
2025-08-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53174,10708,569387192,393071937,56938719,28469359,478480015,90907177,15.97
2025-09-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53168,13913,739726384,510664248,73972638,36986319,621623205,118103179,15.97
2025-10-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52004,12778,664507112,541309919,66450711,33225355,640985985,23521127,3.54
2025-11-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52318,14865,777707070,633523018,77770707,38885353,750179078,27527992,3.54
2025-12-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51552,17213,887364576,722850423,88736457,44368228,855955108,31409468,3.54
2026-01-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,53121,15597,828528237,674922127,82852823,41426411,799201361,29326876,3.54
2026-02-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,52033,13963,726536779,591839513,72653677,36326838,700820028,25716751,3.54
2026-03-01,P0045,トランスミッションギア HD,自動車部品,2021-06-30,51925,15155,786923375,641030654,78692337,39346168,759069159,27854216,3.54
2024-04-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,293,777,227661,148392,22766,11383,182541,45120,19.82
2024-05-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,289,816,235824,153712,23582,11791,189085,46739,19.82
2024-06-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,289,888,256632,167275,25663,12831,205769,50863,19.82
2024-07-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,285,856,243960,159015,24396,12198,195609,48351,19.82
2024-08-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,292,828,241776,157592,24177,12088,193857,47919,19.82
2024-09-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,288,937,269856,175895,26985,13492,216372,53484,19.82
2024-10-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,286,976,279136,181944,27913,13956,223813,55323,19.82
2024-11-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,284,995,282580,184188,28258,14129,226575,56005,19.82
2024-12-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,288,793,228384,148863,22838,11419,183120,45264,19.82
2025-01-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,287,760,218120,142173,21812,10906,174891,43229,19.82
2025-02-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,286,924,264264,172250,26426,13213,211889,52375,19.82
2025-03-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,284,989,280876,183078,28087,14043,225208,55668,19.82
2025-04-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,292,860,251120,163682,25112,12556,201350,49770,19.82
2025-05-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,291,747,217377,141688,21737,10868,174293,43084,19.82
2025-06-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,292,955,278860,181764,27886,13943,223593,55267,19.82
2025-07-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,288,704,202752,132156,20275,10137,162568,40184,19.82
2025-08-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,286,774,221364,144287,22136,11068,177491,43873,19.82
2025-09-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,287,918,263466,171730,26346,13173,211249,52217,19.82
2025-10-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,284,965,274060,210789,27406,13703,251898,22162,8.09
2025-11-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,294,736,216384,166429,21638,10819,198886,17498,8.09
2025-12-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,293,987,289191,222427,28919,14459,265805,23386,8.09
2026-01-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,288,967,278496,214201,27849,13924,255974,22522,8.09
2026-02-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,284,749,212716,163607,21271,10635,195513,17203,8.09
2026-03-01,P0046,スパークプラグ 小型,自動車部品,2021-07-02,285,901,256785,197503,25678,12839,236020,20765,8.09
2024-04-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,500,3586,1793000,1193847,179300,89650,1462797,330203,18.42
2024-05-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,501,4020,2014020,1341011,201402,100701,1643114,370906,18.42
2024-06-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,511,4193,2142623,1426640,214262,107131,1748033,394590,18.42
2024-07-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,510,3946,2012460,1339972,201246,100623,1641841,370619,18.42
2024-08-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,510,4628,2360280,1571564,236028,118014,1925606,434674,18.42
2024-09-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,505,5076,2563380,1706796,256338,128169,2091303,472077,18.42
2024-10-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,504,4272,2153088,1433608,215308,107654,1756570,396518,18.42
2024-11-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,510,6143,3132930,2086024,313293,156646,2555963,576967,18.42
2024-12-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,507,4505,2284035,1520797,228403,114201,1863401,420634,18.42
2025-01-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,511,5342,2729762,1817579,272976,136488,2227043,502719,18.42
2025-02-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,515,4824,2484360,1654181,248436,124218,2026835,457525,18.42
2025-03-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,510,5538,2824380,1880580,282438,141219,2304237,520143,18.42
2025-04-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,500,3919,1959500,1304710,195950,97975,1598635,360865,18.42
2025-05-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,510,5306,2706060,1801798,270606,135303,2207707,498353,18.42
2025-06-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,509,4551,2316459,1542386,231645,115822,1889853,426606,18.42
2025-07-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,514,3495,1796430,1196131,179643,89821,1465595,330835,18.42
2025-08-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,514,3549,1824186,1214612,182418,91209,1488239,335947,18.42
2025-09-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,503,4774,2401322,1598891,240132,120066,1959089,442233,18.42
2025-10-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,514,4016,2064224,1621838,206422,103211,1931471,132753,6.43
2025-11-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,498,4510,2245980,1764642,224598,112299,2101539,144441,6.43
2025-12-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,504,5451,2747304,2158526,274730,137365,2570621,176683,6.43
2026-01-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,502,4501,2259502,1775266,225950,112975,2114191,145311,6.43
2026-02-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,503,5386,2709158,2128555,270915,135457,2534927,174231,6.43
2026-03-01,P0047,スパークプラグ 中型,自動車部品,2022-10-30,504,4580,2308320,1813621,230832,115416,2159869,148451,6.43
2024-04-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,762,1245,948690,715820,94869,47434,858123,90567,9.55
2024-05-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,772,1159,894748,675119,89474,44737,809330,85418,9.55
2024-06-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,761,1628,1238908,934800,123890,61945,1120635,118273,9.55
2024-07-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,787,1126,886162,668641,88616,44308,801565,84597,9.55
2024-08-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,780,1389,1083420,817479,108342,54171,979992,103428,9.55
2024-09-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,772,1267,978124,738029,97812,48906,884747,93377,9.55
2024-10-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,763,1313,1001819,755908,100181,50090,906179,95640,9.55
2024-11-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,777,1480,1149960,867686,114996,57498,1040180,109780,9.55
2024-12-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,778,1401,1089978,822427,108997,54498,985922,104056,9.55
2025-01-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,770,1298,999460,754128,99946,49973,904047,95413,9.55
2025-02-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,786,1578,1240308,935857,124030,62015,1121902,118406,9.55
2025-03-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,777,1444,1121988,846580,112198,56099,1014877,107111,9.55
2025-04-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,761,1224,931464,702823,93146,46573,842542,88922,9.55
2025-05-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,764,1471,1123844,847980,112384,56192,1016556,107288,9.55
2025-06-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,774,1372,1061928,801263,106192,53096,960551,101377,9.55
2025-07-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,762,1112,847344,639351,84734,42367,766452,80892,9.55
2025-08-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,789,1128,889992,671531,88999,44499,805029,84963,9.55
2025-09-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,771,1479,1140309,860404,114030,57015,1031449,108860,9.55
2025-10-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,778,1211,942158,838852,94215,47107,980174,-38016,-4.03
2025-11-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,776,1301,1009576,898878,100957,50478,1050313,-40737,-4.04
2025-12-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,772,1634,1261448,1123133,126144,63072,1312349,-50901,-4.04
2026-01-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,760,1300,988000,879668,98800,49400,1027868,-39868,-4.04
2026-02-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,772,1145,883940,787018,88394,44197,919609,-35669,-4.04
2026-03-01,P0048,スパークプラグ 大型,自動車部品,2021-11-26,767,1794,1375998,1225123,137599,68799,1431521,-55523,-4.04
2024-04-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1040,1572,1634880,1088973,163488,81744,1334205,300675,18.39
2024-05-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1051,1261,1325311,882773,132531,66265,1081569,243742,18.39
2024-06-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1056,1646,1738176,1157778,173817,86908,1418503,319673,18.39
2024-07-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1074,1517,1629258,1085229,162925,81462,1329616,299642,18.39
2024-08-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1079,1445,1559155,1038534,155915,77957,1272406,286749,18.39
2024-09-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1073,1698,1821954,1213581,182195,91097,1486873,335081,18.39
2024-10-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1068,1833,1957644,1303963,195764,97882,1597609,360035,18.39
2024-11-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1077,1900,2046300,1363015,204630,102315,1669960,376340,18.39
2024-12-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1064,1602,1704528,1135365,170452,85226,1391043,313485,18.39
2025-01-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1073,1550,1663150,1107804,166315,83157,1357276,305874,18.39
2025-02-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1072,1499,1606928,1070355,160692,80346,1311393,295535,18.39
2025-03-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1078,1898,2046044,1362845,204604,102302,1669751,376293,18.39
2025-04-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1067,1317,1405239,936012,140523,70261,1146796,258443,18.39
2025-05-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1077,1615,1739355,1158563,173935,86967,1419465,319890,18.39
2025-06-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1062,1792,1903104,1267634,190310,95155,1553099,350005,18.39
2025-07-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1044,1431,1493964,995111,149396,74698,1219205,274759,18.39
2025-08-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1048,1559,1633832,1088275,163383,81691,1333349,300483,18.39
2025-09-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1071,1680,1799280,1198478,179928,89964,1468370,330910,18.39
2025-10-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1046,1580,1652680,1298979,165268,82634,1546881,105799,6.4
2025-11-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1074,1484,1593816,1252713,159381,79690,1491784,102032,6.4
2025-12-01,P0049,スパークプラグ 業務用,自動車部品,2023-11-11,1041,1625,1691625,1329589,169162,84581,1583332,108293,6.4
